friends,number_reviews,photos,area_AL,elite_user,y
111,2,1,0,0,-0.074702274
20,10,0,0,0,-0.537351137
0,48,4,1,0,0.156622158
0,21,1,1,0,0.156622158
118,41,17,0,0,0.156622158
2,50,7,1,0,0.156622158
13,11,2,0,0,-0.768675568
120,9,2,0,0,0.156622158
0,10,5,1,0,0.156622158
1,16,0,0,0,0.156622158
874,10,0,0,0,0.156622158
237,62,12,1,0,0.156622158
31,9,1,0,0,0.156622158
0,15,14,0,0,0.156622158
95,4,0,0,0,0.156622158
0,37,1,0,0,-0.074702274
194,2,0,1,0,0.156622158
0,15,0,0,0,-0.768675568
0,4,1,0,0,0.156622158
0,2,27,1,0,-0.074702274
84,8,0,1,0,0.156622158
134,6,3,1,0,0.156622158
0,7,10,0,0,-0.306026705
74,9,16,1,0,-0.306026705
254,57,45,0,0,-0.074702274
233,163,126,0,1,-0.074702274
225,26,3,1,0,0.156622158
29,13,8,1,0,-0.074702274
1,6,3,0,0,0.156622158
1,65,0,0,0,-0.537351137
30,45,50,1,0,0.156622158
119,2,2,0,0,-0.537351137
0,9,0,0,0,0.156622158
62,7,7,0,0,0.156622158
118,4,0,1,0,0.156622158
83,103,21,1,0,0.156622158
0,3,0,0,0,-0.074702274
262,1,0,0,0,-0.074702274
0,5,0,1,0,-0.074702274
351,107,276,1,1,0.156622158
0,12,1,1,0,-0.306026705
345,2,0,0,0,0.156622158
0,21,12,1,0,-0.074702274
0,4,7,0,0,-0.537351137
0,6,6,1,0,0.156622158
112,8,8,0,0,-0.074702274
620,9,0,0,0,0.156622158
0,3,8,1,0,-0.074702274
0,7,1,1,0,0.156622158
46,6,4,1,0,0.156622158
146,7,7,1,0,0.156622158
0,7,0,0,0,-0.537351137
156,5,0,1,0,-0.306026705
200,23,16,1,0,-0.074702274
0,9,5,0,0,-0.074702274
0,7,0,0,0,0.156622158
1,10,0,0,0,0.156622158
0,7,3,1,0,0.156622158
140,8,4,1,0,0.156622158
0,2,0,1,0,-0.306026705
0,6,0,0,0,0.156622158
0,3,0,1,0,0.156622158
1,10,4,0,0,-0.306026705
0,10,36,0,0,0.156622158
102,10,0,1,0,0.156622158
0,1,0,1,0,-0.306026705
0,1,0,1,0,-0.306026705
395,54,25,1,0,0.156622158
5,15,30,1,0,0.156622158
0,6,1,0,0,0.156622158
0,3,1,0,0,0.156622158
0,2,0,0,0,-0.768675568
0,12,2,0,0,-0.074702274
141,1,0,1,0,0.156622158
0,4,0,0,0,0.156622158
0,16,16,0,0,0.156622158
75,10,0,0,0,0.156622158
201,10,2,0,0,-0.074702274
0,4,0,1,0,0.156622158
43,7,5,0,0,0.156622158
0,5,0,0,0,-0.074702274
2,11,0,0,0,-0.074702274
3,1,0,0,0,-0.074702274
0,8,0,0,0,0.156622158
3,5,0,1,0,0.156622158
253,12,0,0,0,0.156622158
0,2,0,0,0,0.156622158
0,7,1,0,0,0.156622158
178,53,0,0,0,0.156622158
0,3,0,0,0,0.156622158
0,6,3,0,0,0.156622158
209,7,2,0,0,-0.306026705
40,11,36,0,0,0.156622158
714,2,0,1,0,-0.537351137
15,5,0,0,0,-0.074702274
22,10,0,1,0,0.156622158
0,5,0,0,0,-0.537351137
0,19,7,0,0,0.156622158
0,27,12,1,0,-0.537351137
146,43,33,1,0,0.156622158
125,4,0,0,0,-0.537351137
208,19,0,0,0,-0.074702274
7,34,44,0,0,-0.074702274
2,19,4,1,0,0.156622158
0,3,0,0,0,0.156622158
1,13,2,1,0,0.156622158
0,7,0,1,0,0.156622158
0,27,1,1,0,0.156622158
3,20,31,0,0,0.156622158
9,11,2,1,0,0.156622158
487,2,0,0,0,0.156622158
0,12,4,0,0,0.156622158
69,2,0,0,0,0.156622158
97,35,15,0,0,0.156622158
0,17,1,0,0,0.156622158
77,53,34,0,0,0.156622158
4,101,49,0,0,0.156622158
231,3,2,0,0,0.156622158
0,39,28,0,0,-0.537351137
0,11,9,0,0,-0.768675568
230,8,1,1,0,0.156622158
0,15,53,1,0,-0.074702274
0,2,0,1,0,0.156622158
2,63,9,0,0,-0.306026705
0,11,2,0,0,0.156622158
0,20,0,1,0,0.156622158
72,53,19,1,0,0.156622158
0,19,11,0,0,0.156622158
0,24,46,0,0,0.156622158
366,6,0,0,0,0.156622158
0,7,0,1,0,0.156622158
89,6,0,0,0,0.156622158
322,3,0,1,0,-0.768675568
126,6,0,0,0,0.156622158
116,5,3,0,0,0.156622158
0,13,2,1,0,-0.768675568
223,6,0,0,0,0.156622158
0,4,0,1,0,-0.537351137
0,1,0,0,0,-0.768675568
9,1,1,1,0,0.156622158
0,3,0,0,0,0.156622158
0,3,0,0,0,-0.537351137
0,8,0,0,0,0.156622158
0,1,0,0,0,0.156622158
0,2,0,1,0,-0.074702274
0,11,15,1,0,0.156622158
113,5,1,0,0,0.156622158
0,18,0,0,0,0.156622158
4,22,0,0,0,-0.306026705
0,3,3,0,0,0.156622158
0,45,1,0,0,-0.074702274
732,4,0,0,0,0.156622158
0,5,0,1,0,0.156622158
205,7,12,0,0,-0.074702274
0,3,1,0,0,0.156622158
1,66,13,0,0,-0.768675568
0,3,0,0,0,-0.306026705
29,15,10,0,0,0.156622158
20,3,0,0,0,-0.768675568
7,3,0,0,0,0.156622158
1,51,15,0,0,0.156622158
0,4,0,1,0,0.156622158
41,1,0,0,0,0.156622158
0,2,0,0,0,-0.537351137
0,4,2,0,0,0.156622158
58,5,4,0,0,0.156622158
96,2,0,0,0,0.156622158
0,14,6,0,0,-0.074702274
0,5,0,0,0,0.156622158
1,42,9,0,0,-0.306026705
0,16,2,1,0,0.156622158
0,5,1,0,0,0.156622158
19,72,26,0,0,0.156622158
204,2,0,0,0,-0.074702274
0,8,1,0,0,-0.074702274
0,3,0,1,0,-0.306026705
0,2,0,1,0,-0.537351137
231,7,2,0,0,0.156622158
0,9,0,1,0,-0.074702274
0,1,0,1,0,0.156622158
1,21,48,1,0,-0.537351137
0,3,0,1,0,0.156622158
0,3,0,1,0,0.156622158
0,3,0,1,0,-0.537351137
1,9,0,1,0,0.156622158
0,24,11,0,0,0.156622158
0,5,0,0,0,0.156622158
0,1,0,1,0,0.156622158
0,1,0,1,0,-0.768675568
115,4,0,1,0,0.156622158
0,8,0,0,0,0.156622158
0,14,10,0,0,-0.074702274
0,2,0,0,0,0.156622158
0,9,0,1,0,-0.074702274
0,3,0,0,0,-0.306026705
61,46,10,1,1,0.153049275
0,28,35,0,0,0.153049275
0,49,0,0,0,0.153049275
57,210,916,0,1,0.153049275
100,492,2587,0,1,0.153049275
106,394,589,0,1,-0.53878029
252,45,215,0,1,0.153049275
7,72,134,0,1,-0.308170435
847,59,169,1,1,0.153049275
517,996,1994,0,1,-0.07756058
356,352,309,0,1,-0.07756058
350,89,397,0,1,0.153049275
0,8,2,0,0,0.153049275
3,128,159,0,1,0.153049275
165,200,555,0,1,-0.308170435
2,123,114,0,0,-0.07756058
99,205,1005,0,1,0.153049275
433,174,308,0,1,-0.07756058
42,127,527,0,1,0.153049275
107,127,360,0,1,0.153049275
2028,1365,651,0,1,0.153049275
801,5550,209,0,1,-0.07756058
110,12,10,0,0,-0.07756058
339,127,115,0,1,-0.07756058
393,77,135,0,1,0.153049275
86,138,638,1,1,-0.53878029
45,431,1213,0,1,0.153049275
65,1076,1993,0,1,-0.07756058
198,471,561,0,1,-0.308170435
41,126,186,0,1,0.153049275
56,407,96,0,1,-0.07756058
217,11,10,1,0,0.153049275
2,32,7,1,0,0.153049275
550,264,141,0,1,0.153049275
106,19,23,0,0,0.153049275
539,12,0,1,0,0.153049275
520,225,0,0,0,0.153049275
438,1696,3357,0,1,-0.07756058
280,59,66,0,0,-0.07756058
27,87,79,1,1,-0.07756058
543,59,96,0,1,-0.07756058
283,214,867,0,1,-0.07756058
521,240,203,0,1,-0.07756058
60,74,242,0,1,0.153049275
188,138,83,0,0,0.153049275
20,10,0,0,0,0.153049275
263,31,60,0,0,0.153049275
101,85,122,0,1,0.153049275
81,321,2047,1,1,-0.308170435
2,33,70,0,0,0.153049275
18,106,3,0,1,0.153049275
311,312,1411,0,1,-0.07756058
5,21,69,0,0,-0.07756058
333,739,171,0,1,0.153049275
117,18,22,0,0,0.153049275
24,86,62,0,0,0.153049275
269,520,589,0,1,-0.07756058
94,151,379,0,1,-0.07756058
78,271,5,0,0,0.153049275
62,76,119,1,1,-0.53878029
82,1144,30,0,1,-0.07756058
414,33,90,0,0,-0.308170435
1097,250,1526,0,1,-0.07756058
1,14,8,0,0,-0.308170435
304,75,82,0,1,0.153049275
406,1284,5512,0,1,-0.07756058
109,42,70,0,1,0.153049275
73,301,399,0,1,0.153049275
88,39,20,0,0,0.153049275
130,41,1,0,0,0.153049275
327,832,421,0,1,-0.07756058
56,11,19,0,0,0.153049275
250,10,2,0,0,0.153049275
18,19,2,0,0,0.153049275
1,6,2,0,0,-0.308170435
107,152,727,1,1,0.153049275
58,64,74,1,0,-0.53878029
24,63,54,0,0,0.153049275
524,141,675,0,1,0.153049275
280,800,6864,0,1,-0.07756058
385,77,4,0,0,0.153049275
20,95,25,0,0,0.153049275
2146,2642,7629,0,1,-0.07756058
6,103,35,1,0,-0.07756058
11,118,50,1,1,-0.07756058
0,3,0,0,0,0.153049275
96,337,680,0,1,0.153049275
0,14,1,0,0,0.153049275
17,7,9,0,0,0.153049275
2,50,7,1,0,-0.308170435
106,467,1127,0,1,-0.07756058
35,60,9,0,1,-0.07756058
34,5,0,0,0,0.153049275
144,95,284,1,1,-0.07756058
1,39,24,0,0,0.153049275
121,169,891,0,1,0.153049275
298,943,85,0,0,-0.308170435
484,85,98,0,1,0.153049275
20,75,259,0,1,0.153049275
184,209,28,0,1,0.153049275
6,50,22,0,0,0.153049275
411,157,587,0,1,0.153049275
0,7,9,0,0,-0.07756058
286,276,804,1,1,-0.07756058
0,22,0,0,0,0.153049275
2,19,21,0,0,0.153049275
0,3,36,0,0,-0.07756058
12,400,379,0,0,0.153049275
2,98,3,1,0,-0.308170435
4,18,0,0,0,0.153049275
24,146,790,0,1,0.153049275
418,455,238,0,1,0.153049275
0,3,3,0,0,0.153049275
4,64,52,0,1,-0.07756058
70,14,12,0,0,0.153049275
387,5,10,1,0,0.153049275
6,52,30,0,0,0.153049275
0,20,0,0,0,-0.07756058
111,48,189,1,1,-0.07756058
699,33,24,1,0,0.153049275
27,35,62,0,1,0.153049275
1442,901,1024,0,1,0.153049275
6,42,7,0,0,0.153049275
109,35,126,0,1,-0.07756058
0,8,2,0,0,0.153049275
39,251,693,1,1,-0.07756058
77,113,219,0,1,0.153049275
0,9,0,1,0,-0.07756058
1,76,19,0,0,0.153049275
479,45,0,0,0,-0.769390145
0,13,5,1,0,0.153049275
210,104,124,1,1,0.153049275
426,50,34,0,0,0.153049275
550,279,389,0,1,-0.07756058
19,60,199,0,1,0.153049275
0,25,1,0,0,0.153049275
0,13,0,0,0,-0.07756058
0,4,3,0,0,0.153049275
0,6,0,0,0,-0.308170435
0,10,0,0,0,-0.07756058
0,55,72,0,0,-0.07756058
1,13,1,0,0,0.153049275
540,1011,1167,0,1,-0.07756058
0,22,5,0,0,0.153049275
70,439,454,0,1,-0.308170435
13,26,42,0,0,0.153049275
7,77,36,0,0,-0.308170435
0,22,19,0,0,0.153049275
235,709,54,0,1,0.153049275
662,334,172,1,1,0.153049275
1,118,279,1,0,-0.53878029
0,2,0,0,0,-0.308170435
370,107,682,1,1,0.153049275
127,27,47,0,0,-0.308170435
0,2,2,0,0,0.153049275
109,172,145,0,0,0.153049275
136,11,8,1,0,0.153049275
277,150,129,0,1,0.153049275
259,106,201,1,1,0.153049275
531,164,69,0,1,0.153049275
0,16,2,0,0,0.153049275
326,31,2,0,0,-0.308170435
3,46,8,0,0,-0.53878029
418,575,41,0,1,-0.07756058
209,143,158,0,1,-0.308170435
31,229,1,0,1,0.153049275
2,35,8,0,0,-0.07756058
872,1364,8,0,0,-0.07756058
895,1658,1703,0,1,0.153049275
424,44,45,0,0,0.153049275
6,152,289,0,1,-0.07756058
26,119,130,0,1,-0.07756058
99,62,118,0,0,-0.07756058
29,149,24,0,1,0.153049275
122,494,196,0,1,0.153049275
77,241,173,0,1,-0.07756058
189,5,1,0,0,0.153049275
186,653,2190,0,1,0.153049275
1,46,5,0,0,0.153049275
0,34,0,0,0,0.153049275
313,193,112,0,1,-0.07756058
40,16,2,0,0,0.153049275
3,72,64,0,1,-0.769390145
17,40,37,1,0,0.153049275
845,1406,3430,0,1,-0.07756058
0,9,0,0,0,-0.308170435
26,70,46,0,0,0.153049275
10,92,65,0,0,0.153049275
159,323,1477,0,1,0.153049275
10,288,701,0,1,-0.308170435
226,234,1354,0,1,0.153049275
42,163,419,0,0,-0.07756058
377,346,192,0,0,-0.308170435
57,24,1,0,0,0.153049275
331,583,2353,1,1,0.153049275
67,139,219,0,1,-0.07756058
102,7,5,0,0,0.153049275
1,2,0,0,0,0.153049275
4699,961,10489,0,1,0.153049275
607,171,435,0,1,0.153049275
0,24,3,0,0,-0.308170435
0,9,2,0,0,0.153049275
28,9,19,1,0,0.153049275
6,21,1,0,0,0.153049275
393,163,147,1,1,0.153049275
304,191,253,0,1,-0.07756058
4,36,27,1,0,-0.07756058
41,26,10,1,0,-0.308170435
0,30,15,0,0,-0.53878029
601,155,114,1,1,-0.07756058
14,156,561,0,1,-0.07756058
221,7,0,0,0,0.153049275
105,22,9,0,0,0.153049275
223,427,2281,0,1,-0.07756058
365,352,673,0,1,0.153049275
0,55,61,0,0,0.153049275
726,31,245,0,0,0.153049275
1,92,12,1,0,-0.308170435
7,3,2,0,0,0.153049275
75,99,18,0,0,-0.308170435
952,18,5,0,0,0.153049275
0,2,0,0,0,0.153049275
137,70,149,1,1,0.153049275
5,40,46,0,0,0.153049275
118,321,530,1,1,0.153049275
557,360,363,1,1,-0.07756058
226,80,109,0,1,0.153049275
0,35,11,0,0,0.153049275
439,237,805,1,1,-0.308170435
217,5,2,1,0,0.153049275
0,4,0,0,0,0.153049275
700,514,2867,0,1,-0.07756058
0,13,1,0,0,-0.53878029
1,81,2,0,0,-0.308170435
16,119,65,1,1,0.153049275
69,14,0,0,0,-0.308170435
10,5,1,0,0,-0.07756058
0,45,0,0,0,0.153049275
18,33,20,0,0,0.153049275
15,3,0,0,0,0.153049275
5,21,107,0,0,0.153049275
6,31,0,0,0,0.153049275
383,146,256,1,1,-0.07756058
11,219,521,1,1,0.153049275
256,244,1029,1,1,-0.308170435
0,2,0,0,0,0.153049275
821,282,641,0,1,-0.07756058
54,42,116,0,1,0.153049275
2,120,0,0,0,-0.53878029
112,131,23,0,0,-0.07756058
210,228,48,0,0,0.153049275
172,60,271,0,0,-0.07756058
311,241,834,0,1,-0.07756058
457,234,633,0,1,-0.07756058
32,1,0,0,0,0.153049275
15,3,0,1,0,0.153049275
0,67,0,0,0,-0.07756058
12,10,3,1,0,-0.308170435
201,80,90,1,1,-0.07756058
89,28,85,0,1,-0.07756058
64,16,5,0,0,0.153049275
133,20,13,0,0,-0.07756058
44,38,25,0,0,-0.53878029
98,331,131,0,1,-0.308170435
35,11,11,1,0,-0.53878029
0,6,29,0,0,0.153049275
342,387,1533,0,1,-0.07756058
0,10,2,0,0,0.153049275
1,4,1,0,0,0.153049275
1,8,4,0,0,0.153049275
1850,380,515,0,1,-0.07756058
0,19,0,0,0,-0.53878029
212,3,0,1,0,-0.308170435
146,1020,5,0,1,0.153049275
98,11,10,0,0,0.153049275
1,8,6,0,0,0.153049275
20,70,146,0,0,0.153049275
4,5,1,0,0,0.153049275
13,83,171,0,0,-0.07756058
0,6,0,1,0,-0.07756058
291,28,7,0,0,0.153049275
558,15,9,0,0,0.153049275
689,500,1644,0,1,0.153049275
127,114,598,1,1,-0.308170435
119,451,1325,0,1,-0.07756058
6,18,1,0,0,0.153049275
3,19,13,0,0,0.153049275
0,7,0,0,0,0.153049275
0,7,3,1,0,0.153049275
3690,3691,65368,1,1,-0.07756058
425,22,104,1,0,-0.308170435
41,4,0,0,0,0.153049275
0,6,8,0,0,0.153049275
0,6,0,0,0,0.153049275
73,185,355,1,1,-0.308170435
0,12,1,0,0,0.153049275
0,6,0,1,0,-0.07756058
475,86,150,0,0,-0.07756058
6,14,32,0,0,0.153049275
245,81,51,0,0,0.153049275
603,38,24,1,0,0.153049275
1,74,211,1,0,0.153049275
275,134,303,0,0,0.153049275
200,139,274,0,1,-0.07756058
1999,1255,6367,0,1,-0.308170435
17,23,120,0,0,-0.07756058
8,14,23,0,0,0.153049275
107,71,207,0,1,0.153049275
255,514,4654,0,1,-0.07756058
45,275,181,0,1,0.153049275
34,34,103,0,0,0.153049275
98,8,2,0,0,-0.07756058
130,120,36,0,0,0.153049275
0,2,0,0,0,0.153049275
533,123,84,0,1,-0.07756058
75,116,82,0,1,0.153049275
298,120,543,0,0,-0.07756058
266,24,26,0,0,-0.07756058
15,21,17,0,0,0.153049275
529,15,16,0,0,0.153049275
143,335,227,0,1,0.153049275
789,3,0,0,0,0.153049275
168,7,3,0,0,0.153049275
2,16,0,0,0,0.153049275
87,7,0,1,0,-0.07756058
0,9,0,0,0,0.153049275
34,152,336,0,0,0.153049275
401,294,954,0,1,-0.07756058
14,116,12,0,1,-0.308170435
327,96,149,0,0,0.153049275
360,54,2,0,0,0.153049275
767,205,521,0,0,0.153049275
136,21,68,1,0,-0.07756058
215,60,35,1,0,-0.308170435
793,593,2156,0,0,-0.07756058
152,225,319,0,1,0.153049275
161,30,6,0,0,0.153049275
148,5,0,1,0,-0.308170435
2,76,0,0,0,0.153049275
35,69,75,1,0,0.153049275
41,1420,528,0,1,-0.07756058
1,9,4,1,0,-0.07756058
2,2,0,0,0,-0.308170435
65,220,1,0,1,0.153049275
63,62,6,0,0,0.153049275
1,155,52,0,0,-0.308170435
48,32,7,0,0,0.153049275
34,5,0,1,0,0.153049275
2,13,11,0,0,0.153049275
1,17,0,0,0,0.153049275
402,38,87,1,1,0.153049275
4,17,0,1,0,-0.308170435
53,3,6,1,0,-0.07756058
0,39,0,1,0,0.153049275
65,336,30,0,0,-0.07756058
0,8,0,1,0,0.153049275
283,23,13,0,0,-0.07756058
3,4,0,0,0,0.153049275
241,210,355,1,1,0.153049275
0,6,2,1,0,0.153049275
11,89,14,0,0,0.153049275
0,16,0,0,0,0.153049275
149,24,0,1,0,0.153049275
77,20,2,0,0,0.153049275
209,449,655,1,1,-0.308170435
3,51,21,0,0,0.153049275
250,83,36,0,1,0.153049275
12,22,10,1,0,-0.07756058
451,14,26,0,0,-0.308170435
340,64,45,0,0,-0.07756058
226,104,108,0,0,0.153049275
1,12,0,0,0,-0.308170435
165,18,5,0,0,0.153049275
0,5,0,0,0,-0.308170435
0,9,4,1,0,-0.53878029
0,6,2,0,0,0.153049275
123,84,58,0,0,0.153049275
187,22,63,1,0,-0.07756058
468,11,13,1,0,0.153049275
1,12,0,0,0,-0.07756058
4,57,29,0,0,-0.07756058
12,4,0,0,0,0.153049275
105,9,0,1,0,0.153049275
0,17,0,0,0,0.153049275
73,110,272,0,0,0.153049275
55,81,11,0,0,0.153049275
0,11,0,1,0,0.153049275
463,12,20,1,0,0.153049275
12,38,32,0,0,0.153049275
0,48,9,0,0,0.153049275
0,13,0,0,0,0.153049275
0,4,0,0,0,0.153049275
3,36,119,0,0,0.153049275
0,2,1,0,0,0.153049275
341,15,5,1,0,0.153049275
478,19,42,1,0,-0.07756058
89,115,115,0,0,0.153049275
183,346,1118,0,1,-0.07756058
155,38,2,0,1,0.153049275
193,30,0,0,0,-0.07756058
6,59,18,0,1,0.153049275
165,6,9,1,0,-0.07756058
3,10,0,1,0,0.153049275
331,49,9,1,0,0.153049275
101,15,13,1,0,0.153049275
448,248,157,0,0,-0.07756058
23,35,6,0,0,0.153049275
125,91,106,0,0,0.153049275
284,57,65,0,0,-0.308170435
0,2,0,0,0,0.153049275
2,36,37,0,0,-0.07756058
0,25,0,0,0,-0.07756058
0,27,51,0,0,0.153049275
60,76,72,1,0,-0.07756058
404,20,13,0,0,0.153049275
3,9,0,0,0,0.153049275
59,39,34,0,0,-0.07756058
229,309,196,0,1,-0.07756058
47,76,116,0,1,0.153049275
22,48,0,1,0,0.153049275
0,4,4,0,0,0.153049275
0,30,1,0,0,0.153049275
111,52,3,0,0,-0.07756058
180,221,34,0,1,0.153049275
379,629,9621,0,0,-0.07756058
0,35,1,0,0,0.153049275
6,226,348,1,0,0.153049275
39,140,63,1,0,-0.308170435
0,2,0,1,0,0.153049275
347,4,0,0,0,-0.07756058
50,33,22,0,0,-0.07756058
8,106,1066,0,0,0.153049275
316,284,531,0,1,0.153049275
140,44,27,0,0,-0.308170435
0,24,0,1,0,0.153049275
151,86,382,0,1,-0.07756058
1433,435,1955,0,1,0.153049275
340,224,834,0,0,0.153049275
252,380,1810,1,1,0.153049275
250,53,70,0,0,0.153049275
7,62,153,0,0,0.153049275
286,20,0,0,0,0.153049275
27,15,10,0,0,0.153049275
4,7,22,0,0,-0.07756058
144,25,8,0,0,0.153049275
223,206,738,0,1,-0.308170435
595,233,195,0,1,-0.308170435
31,29,66,0,0,-0.07756058
72,103,218,0,1,0.153049275
103,103,222,0,0,0.153049275
669,1302,4889,0,1,-0.07756058
0,7,2,0,0,0.153049275
0,21,25,1,0,0.153049275
1,22,1,0,0,0.153049275
263,177,169,1,0,0.153049275
254,17,6,0,0,0.153049275
1,9,1,0,0,0.153049275
0,2,0,1,0,0.153049275
0,6,5,1,0,0.153049275
12,43,22,0,0,0.153049275
249,409,1386,0,1,0.153049275
171,14,6,0,0,0.153049275
281,22,36,0,0,0.153049275
0,13,0,0,0,-0.308170435
9,19,37,0,0,0.153049275
0,5,0,0,0,0.153049275
816,226,2362,0,0,-0.07756058
0,3,0,0,0,0.153049275
87,88,320,0,1,-0.07756058
0,25,0,0,0,0.153049275
0,7,0,0,0,0.153049275
9,72,29,0,0,-0.07756058
10,55,36,1,0,-0.07756058
2,34,0,0,0,0.153049275
394,723,809,0,1,-0.07756058
57,16,3,1,0,-0.07756058
0,141,2,0,0,0.153049275
1,180,4,0,0,-0.07756058
368,6,1,0,0,-0.07756058
178,226,542,0,1,0.153049275
53,36,49,0,0,-0.07756058
69,50,52,0,0,0.153049275
0,17,2,0,0,0.153049275
0,26,1,0,0,0.153049275
151,25,42,0,0,-0.07756058
1679,539,4203,0,1,0.153049275
192,71,0,0,0,0.153049275
215,96,146,0,1,-0.308170435
413,329,1138,1,1,0.153049275
0,3,0,1,0,0.153049275
4,16,2,0,0,-0.07756058
0,3,0,0,0,-0.07756058
363,321,594,0,1,0.153049275
136,22,7,1,0,-0.07756058
0,10,2,0,0,-0.07756058
326,77,1151,0,1,0.153049275
0,10,2,0,0,0.153049275
24,32,26,0,0,0.153049275
200,997,442,1,1,-0.07756058
1,20,88,0,0,0.153049275
0,29,14,0,0,0.153049275
4995,1182,14002,0,1,0.153049275
830,70,45,0,0,0.153049275
1,9,1,0,0,-0.308170435
39,102,148,0,0,0.153049275
336,48,201,0,0,-0.07756058
480,35,52,0,0,0.153049275
10,204,426,0,0,-0.07756058
41,9,15,0,0,0.153049275
189,19,0,0,0,-0.53878029
0,15,0,0,0,-0.769390145
0,35,4,0,0,0.153049275
413,118,46,1,1,-0.308170435
271,398,2309,1,0,-0.53878029
76,30,44,0,0,-0.308170435
36,15,38,0,0,-0.07756058
0,26,1,0,0,0.153049275
199,218,759,0,1,0.153049275
87,129,426,0,1,-0.07756058
229,43,48,1,0,0.153049275
14,50,14,0,0,0.153049275
0,12,0,1,0,0.153049275
0,18,0,1,0,-0.769390145
0,5,1,0,0,0.153049275
414,28,67,0,0,-0.07756058
18,240,588,0,1,-0.07756058
358,288,459,0,1,0.153049275
0,11,1,0,0,-0.07756058
193,639,1998,0,1,0.153049275
594,242,77,0,0,-0.07756058
271,816,3174,0,1,0.153049275
300,641,1843,0,1,0.153049275
27,192,174,0,1,0.153049275
3,29,38,0,0,0.153049275
0,8,2,1,0,0.153049275
3,38,1,0,0,0.153049275
616,94,32,0,0,-0.07756058
0,34,22,0,0,0.153049275
196,238,757,0,1,-0.07756058
0,10,0,0,0,-0.07756058
450,1684,157,0,1,-0.308170435
0,15,2,0,0,-0.07756058
256,122,21,0,0,0.153049275
252,20,9,0,0,0.153049275
168,3,1,0,0,0.153049275
0,9,1,0,0,0.153049275
355,489,406,0,1,0.153049275
284,57,125,0,0,-0.308170435
56,40,2,0,0,-0.308170435
0,2,0,0,0,0.153049275
2,32,19,0,0,0.153049275
1,26,7,1,0,-0.07756058
106,65,200,0,1,-0.308170435
454,72,55,1,0,0.153049275
124,13,0,0,0,-0.07756058
473,58,78,0,1,0.153049275
142,15,8,0,0,0.153049275
0,18,7,1,0,0.153049275
203,597,1180,0,1,-0.07756058
291,196,3919,0,1,0.153049275
623,547,2700,1,1,-0.07756058
28,453,347,0,1,-0.07756058
62,11,0,1,0,0.153049275
0,5,9,0,0,-0.308170435
0,6,0,0,0,0.153049275
71,136,231,1,1,-0.07756058
0,3,1,0,0,0.153049275
266,244,175,0,1,0.153049275
866,617,2055,1,1,-0.07756058
0,2,1,0,0,0.153049275
59,38,43,0,0,0.153049275
0,40,6,0,0,0.153049275
131,150,258,0,0,0.153049275
240,857,6031,0,1,0.153049275
123,178,244,0,1,0.153049275
0,1,0,1,0,0.153049275
161,356,192,0,1,0.153049275
1,23,37,1,0,-0.07756058
174,340,1,1,1,-0.07756058
7,9,0,0,0,-0.07756058
28,121,76,1,0,-0.07756058
86,22,8,1,0,-0.07756058
967,506,25,0,1,0.153049275
72,7,6,0,0,0.153049275
215,10,3,0,0,0.153049275
32,199,385,0,1,-0.308170435
6,328,51,0,0,-0.07756058
215,9,20,1,0,-0.308170435
173,216,1192,0,1,-0.07756058
561,357,150,0,1,-0.07756058
412,51,55,0,0,0.153049275
176,31,7,0,0,0.153049275
384,362,6167,0,1,-0.07756058
0,8,2,0,0,0.153049275
319,4,11,0,0,0.153049275
180,145,1,0,0,-0.07756058
711,347,95,0,1,0.153049275
0,5,0,1,0,0.153049275
86,358,2105,0,1,0.153049275
203,223,100,0,1,0.153049275
298,2,0,1,0,-0.07756058
163,241,141,0,1,0.153049275
20,17,0,0,0,0.153049275
332,4,0,0,0,0.153049275
0,24,9,0,0,-0.07756058
41,44,8,0,0,-0.07756058
300,4,0,1,0,-0.769390145
0,14,3,1,0,0.153049275
21,60,18,0,0,0.153049275
17,14,36,1,0,-0.07756058
181,97,35,0,0,-0.07756058
55,29,12,0,0,0.153049275
0,4,0,0,0,0.153049275
117,310,547,0,1,0.153049275
58,131,7,0,1,0.153049275
0,12,0,1,0,0.153049275
38,272,77,0,1,-0.07756058
113,1859,41,0,1,-0.07756058
0,35,0,0,0,0.153049275
26,181,385,0,0,-0.308170435
68,147,391,0,0,-0.07756058
20,28,17,0,0,0.153049275
45,14,0,0,0,0.153049275
0,8,9,0,0,0.153049275
8,92,99,1,1,0.153049275
630,66,108,0,0,0.153049275
94,203,151,0,0,0.153049275
24,188,803,1,1,-0.308170435
210,11,0,0,0,-0.769390145
36,95,239,0,0,-0.308170435
161,308,88,1,1,0.153049275
233,4,2,0,0,-0.07756058
2764,1387,3731,0,1,0.153049275
215,318,616,0,0,-0.308170435
1356,1211,1308,1,1,0.153049275
0,5,4,0,0,-0.07756058
222,186,64,0,1,0.153049275
148,93,317,0,0,0.153049275
33,153,556,0,0,-0.769390145
17,16,8,0,0,0.153049275
86,27,21,0,0,0.153049275
183,859,4473,0,1,-0.07756058
248,95,394,0,0,0.153049275
108,229,565,0,1,-0.308170435
615,1147,5554,0,1,0.153049275
4,13,0,0,0,-0.07756058
49,33,4,1,0,0.153049275
0,45,4,0,0,0.153049275
72,103,8,0,0,-0.308170435
136,263,159,1,1,-0.07756058
95,45,53,0,0,-0.07756058
