friends,number_reviews,photos,area_AL,elite_user,y
48,64,12,1,0,0.200274348
68,28,5,1,0,-0.039780521
0,72,0,1,0,-0.75994513
1,263,8,0,0,-0.279835391
12,48,0,1,0,-0.039780521
17,56,0,0,0,0.200274348
43,42,3,0,0,0.200274348
291,379,14,1,0,-0.279835391
0,18,0,1,0,-0.75994513
0,4,0,0,0,-0.519890261
0,46,3,0,0,-0.039780521
0,1,0,0,0,0.200274348
0,3,0,0,0,0.200274348
1,9,3,1,0,-0.279835391
0,21,1,1,0,0.200274348
6,7,1,1,0,0.200274348
2379,1627,1470,1,0,-0.039780521
778,530,806,1,0,0.200274348
250,511,30,1,0,-0.279835391
255,115,0,0,0,0.200274348
32,45,4,1,0,-0.519890261
9,11,0,1,0,-0.039780521
45,169,3,0,0,-0.039780521
27,291,0,0,0,0.200274348
10,254,85,0,0,-0.039780521
21,5,0,0,0,0.200274348
3,24,12,0,0,-0.039780521
12,21,16,0,0,0.200274348
222,119,95,1,0,-0.039780521
32,175,17,1,0,-0.519890261
4,49,10,0,0,0.200274348
60,399,599,0,0,-0.279835391
139,250,21,1,0,0.200274348
185,160,65,0,0,0.200274348
276,70,27,0,0,0.200274348
0,36,3,1,0,0.200274348
20,38,0,1,0,-0.039780521
74,572,23,0,0,-0.039780521
2,193,0,0,0,0.200274348
152,196,242,0,0,0.200274348
10,108,5,1,0,-0.039780521
0,41,0,0,0,-0.039780521
166,419,14,1,0,0.200274348
6,8,3,1,0,0.200274348
93,170,32,1,0,0.200274348
25,18,0,0,0,-0.039780521
0,7,0,1,0,-0.519890261
22,19,8,1,0,0.200274348
1560,223,2749,1,0,-0.039780521
374,20,5,1,0,0.200274348
39,98,22,1,0,0.200274348
13,4,0,0,0,0.200274348
12,13,0,1,0,0.200274348
52,37,6,0,0,0.200274348
0,79,0,1,0,-0.75994513
283,161,1,0,0,0.200274348
5,35,3,0,0,-0.279835391
65,18,1,1,0,0.200274348
0,33,2,1,0,-0.75994513
49,98,59,1,0,-0.039780521
32,254,2,0,0,-0.039780521
29,117,1,0,0,-0.039780521
102,56,4,0,0,0.200274348
217,15,4,0,0,0.200274348
0,24,1,1,0,-0.039780521
277,97,30,1,0,-0.279835391
133,180,10,1,0,0.200274348
83,202,0,1,0,-0.039780521
27,221,0,0,0,0.200274348
2,1,0,0,0,-0.039780521
0,19,0,0,0,0.200274348
662,13,0,1,0,0.200274348
1,20,0,1,0,0.200274348
1,28,0,1,0,-0.039780521
62,108,2,0,0,0.200274348
84,13,1,0,0,0.200274348
1,144,36,0,0,-0.279835391
400,8,22,1,0,0.200274348
1,26,0,1,0,-0.039780521
0,2,0,1,0,0.200274348
138,1,0,1,0,0.200274348
0,9,9,1,0,-0.039780521
0,10,0,1,0,0.200274348
1,35,1,1,0,0.200274348
152,679,129,1,0,0.200274348
108,166,26,0,0,0.200274348
0,20,4,1,0,0.200274348
36,113,2,1,0,0.200274348
316,147,9,1,0,-0.039780521
0,5,0,0,0,0.200274348
77,141,7,1,0,-0.039780521
0,2,0,1,0,-0.75994513
13,85,1,0,0,0.200274348
27,116,14,0,0,0.200274348
43,5,0,1,0,-0.279835391
16,142,20,0,0,-0.279835391
1,11,0,0,0,-0.039780521
1,191,45,0,0,-0.039780521
4,83,8,1,0,0.200274348
9,250,32,0,0,-0.039780521
1085,671,33,0,0,0.200274348
29,40,1,1,0,0.200274348
9,53,15,1,0,0.200274348
42,160,1,1,0,-0.039780521
18,1,0,1,0,0.200274348
86,141,0,1,0,0.200274348
2,34,25,0,0,0.200274348
412,127,81,0,0,0.200274348
82,223,13,0,0,0.200274348
61,127,36,0,0,0.200274348
240,241,180,0,0,-0.039780521
8,26,0,1,0,0.200274348
63,243,36,1,0,0.200274348
0,26,1,1,0,0.200274348
2,6,0,1,0,0.200274348
4,59,0,1,0,-0.039780521
20,92,0,0,0,0.200274348
127,248,47,0,0,-0.039780521
8,83,0,0,0,0.200274348
26,52,2,1,0,-0.039780521
0,2,0,1,0,-0.75994513
65,41,10,0,0,0.200274348
543,36,4,1,0,-0.039780521
24,10,0,1,0,-0.039780521
0,19,2,1,0,0.200274348
0,12,0,0,0,0.200274348
25,27,0,0,0,-0.039780521
141,21,18,0,0,0.200274348
0,50,0,0,0,-0.279835391
17,23,16,0,0,0.200274348
82,25,1,0,0,0.200274348
43,21,0,0,0,-0.039780521
0,18,0,1,0,0.200274348
0,20,0,1,0,-0.039780521
0,54,15,0,0,0.200274348
23,87,0,1,0,-0.039780521
4,30,2,1,0,0.200274348
0,30,7,0,0,0.200274348
2,94,2,1,0,-0.519890261
87,9,1,0,0,-0.039780521
43,92,8,0,0,0.200274348
0,7,0,0,0,0.200274348
241,105,1,0,0,-0.039780521
0,6,0,1,0,0.200274348
0,24,0,1,0,0.200274348
0,16,0,1,0,0.200274348
12,24,1,0,0,-0.039780521
47,23,0,0,0,-0.039780521
2,46,7,1,0,-0.039780521
9,5,0,1,0,0.200274348
1,11,0,1,0,-0.039780521
0,1,0,0,0,0.200274348
0,30,1,1,0,0.200274348
0,3,0,0,0,0.200274348
2,25,43,0,0,-0.75994513
5,31,0,1,0,-0.519890261
81,53,7,0,0,0.200274348
1,12,0,0,0,0.200274348
8,15,0,1,0,0.200274348
147,326,4,0,0,-0.519890261
52,81,8,1,0,-0.039780521
0,3,0,0,0,0.200274348
209,405,0,1,0,-0.039780521
1,14,0,1,0,-0.75994513
361,309,1309,0,0,0.200274348
15,49,0,1,0,0.200274348
14,36,0,1,0,0.200274348
0,33,0,1,0,-0.75994513
7,88,2,0,0,-0.039780521
118,87,26,1,0,-0.039780521
42,300,1,0,0,0.200274348
185,27,0,0,0,-0.039780521
4,1,0,1,0,-0.75994513
436,949,1828,0,0,-0.039780521
110,231,24,1,0,0.200274348
210,661,12,1,0,0.200274348
472,721,162,0,0,0.200274348
36,60,0,1,0,0.200274348
4,66,0,0,0,0.200274348
12,59,0,0,0,-0.039780521
531,74,14,0,0,-0.279835391
38,97,412,0,0,0.200274348
2,4,1,1,0,0.200274348
19,93,0,1,0,-0.519890261
70,35,1,0,0,-0.279835391
52,113,60,1,0,-0.279835391
455,7,0,1,0,-0.75994513
10,36,3,1,0,-0.039780521
4,8,0,0,0,0.200274348
2,8,0,1,0,0.200274348
2,11,0,1,0,0.200274348
3,28,0,1,0,-0.039780521
0,7,0,0,0,0.200274348
9,18,2,1,0,-0.039780521
49,171,2,0,0,0.200274348
5,19,0,0,0,-0.039780521
0,138,0,1,0,-0.279835391
9,43,0,1,0,-0.039780521
433,1,0,1,0,-0.039780521
4,215,0,1,0,-0.279835391
6,12,4,0,0,0.200274348
0,36,0,1,0,-0.039780521
12,15,1,1,0,-0.039780521
5,21,0,1,0,-0.039780521
13,85,121,0,0,0.200274348
1,23,14,1,0,-0.039780521
1,35,0,0,0,0.200274348
1,28,0,0,0,-0.039780521
158,3,0,1,0,0.200274348
1,30,1,0,0,0.200274348
8,11,2,1,0,0.200274348
5,18,0,1,0,0.200274348
0,29,0,1,0,0.200274348
0,11,3,1,0,-0.039780521
5,7,0,1,0,0.200274348
1,5,0,1,0,-0.75994513
217,11,3,0,0,0.200274348
1,9,0,1,0,-0.519890261
2,10,0,0,0,-0.75994513
18,17,0,1,0,0.200274348
1,15,0,1,0,0.200274348
10,14,0,1,0,-0.75994513
0,9,0,1,0,-0.75994513
1,46,0,0,0,0.200274348
3,37,3,1,0,0.200274348
189,9,0,1,0,0.200274348
96,23,0,1,0,-0.039780521
0,7,2,0,0,0.200274348
123,5,0,0,0,0.200274348
0,4,0,1,0,0.200274348
0,5,3,1,0,0.108722359
56,407,96,0,1,-0.334766585
0,3,0,0,0,0.108722359
81,180,223,0,1,-0.113022113
89,450,15,1,1,-0.113022113
426,74,211,1,1,0.108722359
217,256,1,0,1,0.108722359
3,102,180,0,0,0.108722359
589,1561,6891,0,1,-0.113022113
44,261,641,0,1,0.108722359
49,4,1,0,0,-0.778255528
0,2,0,0,0,0.108722359
618,1037,2550,1,1,0.108722359
5000,1217,15203,0,1,-0.113022113
84,71,202,0,1,0.108722359
520,64,34,0,1,0.108722359
845,1406,3430,0,1,-0.113022113
21,101,15,1,0,-0.778255528
233,33,41,0,1,0.108722359
97,4,0,0,0,-0.778255528
813,14,2,1,0,0.108722359
4,22,6,1,0,0.108722359
93,121,3,0,1,0.108722359
85,103,43,0,0,0.108722359
0,6,0,0,0,0.108722359
11,114,164,0,1,-0.113022113
43,8,2,0,0,0.108722359
383,146,256,1,1,-0.556511057
36,2,0,0,0,0.108722359
17,76,40,1,0,0.108722359
375,37,0,1,0,0.108722359
398,88,155,0,1,-0.334766585
150,37,55,1,0,-0.113022113
98,315,0,1,1,-0.113022113
5,28,28,0,0,0.108722359
82,12,11,1,0,0.108722359
0,3,0,0,0,0.108722359
95,133,106,1,1,0.108722359
0,14,5,0,0,0.108722359
8,28,2,0,0,-0.556511057
0,22,0,0,0,-0.113022113
0,33,0,0,0,0.108722359
1,15,4,1,0,0.108722359
198,171,327,1,1,-0.334766585
0,17,0,0,0,-0.778255528
299,84,83,0,0,0.108722359
0,6,0,1,0,0.108722359
65,184,397,0,1,-0.113022113
196,191,372,1,1,0.108722359
401,6,2,0,0,-0.113022113
0,7,0,0,0,0.108722359
51,394,572,0,1,-0.113022113
283,285,366,1,1,-0.556511057
18,826,75,0,1,-0.334766585
5,47,8,0,0,0.108722359
147,3,0,0,0,0.108722359
20,133,123,0,0,0.108722359
298,482,1205,0,1,-0.113022113
0,7,0,1,0,0.108722359
72,5,0,0,0,0.108722359
253,487,3655,1,1,-0.113022113
0,21,3,1,0,-0.556511057
76,15,1,0,0,0.108722359
41,12,1,0,0,0.108722359
207,11,1,0,0,0.108722359
243,250,145,0,0,-0.113022113
818,6,7,0,0,0.108722359
45,145,248,1,1,0.108722359
1,24,42,0,0,0.108722359
0,1,0,0,0,0.108722359
0,6,0,1,0,0.108722359
512,315,766,1,0,-0.556511057
29,115,64,0,0,0.108722359
26,117,17,0,1,-0.113022113
25,6,0,0,0,0.108722359
200,997,442,1,1,-0.113022113
19,1,0,0,0,0.108722359
0,1,0,0,0,0.108722359
422,17,8,1,0,0.108722359
20,148,95,1,1,-0.556511057
25,91,60,1,0,-0.778255528
68,365,152,1,1,0.108722359
198,7,6,0,0,0.108722359
0,4,0,1,0,0.108722359
404,147,104,0,0,0.108722359
48,127,108,0,0,-0.334766585
623,547,2700,1,1,-0.113022113
1278,1241,302,1,1,0.108722359
38,35,5,0,0,0.108722359
305,6,1,0,0,0.108722359
39,140,63,1,0,0.108722359
0,1,0,0,0,-0.778255528
56,75,72,1,0,-0.334766585
480,449,597,0,1,-0.113022113
117,65,86,0,0,0.108722359
159,391,850,1,1,0.108722359
179,18,5,1,0,-0.334766585
3,1,3,0,0,0.108722359
51,76,89,1,0,0.108722359
1319,773,10971,1,1,-0.113022113
87,88,320,0,1,0.108722359
2,34,14,1,0,0.108722359
0,7,0,0,0,-0.556511057
591,258,333,0,1,0.108722359
335,351,107,1,1,0.108722359
93,9,12,0,0,0.108722359
43,305,188,1,1,0.108722359
409,405,1079,0,1,0.108722359
0,8,0,0,0,0.108722359
42,5,0,0,0,0.108722359
13,138,0,0,0,-0.113022113
7,66,110,0,0,0.108722359
0,17,2,1,0,0.108722359
81,111,409,0,1,0.108722359
114,33,2,1,0,-0.113022113
222,195,2334,0,1,0.108722359
543,433,409,0,1,0.108722359
238,131,192,1,0,0.108722359
18,240,588,0,1,-0.113022113
0,5,0,1,0,0.108722359
47,63,49,1,0,0.108722359
4,94,4,0,0,0.108722359
162,301,1455,0,1,0.108722359
0,8,0,0,0,0.108722359
481,6,15,1,0,0.108722359
1322,1911,8546,0,1,-0.113022113
66,83,241,0,1,0.108722359
0,3,0,1,0,0.108722359
19,4,0,1,0,0.108722359
0,190,0,0,0,0.108722359
475,186,425,1,0,-0.113022113
229,108,22,0,0,0.108722359
175,4,1,0,0,0.108722359
12,19,17,0,0,-0.113022113
0,8,0,0,0,0.108722359
350,168,2736,0,0,0.108722359
1058,994,5429,1,1,0.108722359
669,1302,4889,0,1,-0.113022113
866,617,2055,1,1,-0.113022113
159,22,20,0,0,-0.113022113
0,4,2,1,0,-0.113022113
700,172,4390,1,1,0.108722359
140,8,2,0,0,0.108722359
344,15,0,0,0,0.108722359
147,237,0,0,1,-0.334766585
263,8,2,0,0,0.108722359
1,15,3,1,0,0.108722359
56,35,30,1,0,-0.778255528
3,4,5,0,0,0.108722359
73,222,150,1,1,0.108722359
0,5,0,0,0,0.108722359
621,4,8,1,0,0.108722359
86,6,6,0,0,0.108722359
1,27,3,1,0,-0.113022113
1,20,35,1,0,0.108722359
90,5,0,0,0,0.108722359
136,263,159,1,1,-0.113022113
3,77,59,1,0,-0.334766585
0,1,0,0,0,0.108722359
123,438,138,0,1,-0.113022113
215,60,38,1,0,-0.113022113
0,1,1,0,0,0.108722359
1,63,9,0,0,0.108722359
1,97,17,0,0,-0.113022113
413,329,1138,1,1,-0.334766585
65,79,38,0,0,0.108722359
14,5,11,0,0,0.108722359
138,145,335,1,1,0.108722359
23,42,1,1,0,0.108722359
37,19,0,0,0,0.108722359
196,58,73,1,0,0.108722359
0,4,0,1,0,-0.113022113
0,1,0,0,0,0.108722359
192,6,0,0,0,0.108722359
0,8,3,1,0,0.108722359
158,155,624,1,0,-0.113022113
17,258,244,1,1,-0.113022113
2,16,15,1,0,0.108722359
66,6,0,0,0,0.108722359
308,60,52,0,0,-0.334766585
6,94,7,1,0,0.108722359
100,25,1,1,0,-0.113022113
10,28,0,1,0,-0.556511057
47,2,3,0,0,0.108722359
354,227,1326,1,0,0.108722359
89,177,20,0,0,-0.113022113
483,278,2490,1,0,-0.113022113
20,43,50,1,0,-0.113022113
3,15,0,0,0,-0.113022113
35,1,0,0,0,0.108722359
33,1,0,0,0,0.108722359
67,110,11,0,0,-0.556511057
157,142,53,0,0,0.108722359
47,5,0,0,0,0.108722359
97,77,3,1,0,-0.556511057
0,5,0,1,0,-0.113022113
2,7,7,0,0,0.108722359
19,87,332,1,0,-0.334766585
317,13,41,1,0,0.108722359
146,90,1241,0,0,-0.334766585
23,509,1542,0,0,-0.334766585
2,38,16,0,0,0.108722359
119,6,1,0,0,0.108722359
0,50,1,1,0,-0.113022113
22,20,0,0,0,0.108722359
23,58,4,0,0,-0.778255528
16,1,0,0,0,0.108722359
240,22,49,0,0,0.108722359
1,100,14,0,0,-0.334766585
443,1,0,1,0,0.108722359
80,51,98,0,0,0.108722359
4,1,0,1,0,0.108722359
0,1,1,1,0,0.108722359
0,18,2,1,0,0.108722359
0,7,0,0,0,0.108722359
34,152,22,0,1,-0.113022113
5,21,2,1,0,-0.113022113
3,46,0,0,0,-0.113022113
196,238,757,0,1,-0.113022113
0,1,0,0,0,0.108722359
0,19,7,0,0,0.108722359
11,45,85,1,0,0.108722359
271,61,201,1,0,0.108722359
366,274,413,0,0,-0.113022113
59,9,2,0,0,0.108722359
12,5,0,0,0,0.108722359
4,1,0,0,0,-0.113022113
13,11,0,1,0,0.108722359
14,70,39,1,1,-0.113022113
16,134,258,1,1,0.108722359
410,367,1191,0,0,0.108722359
51,12,3,0,0,0.108722359
3,19,0,0,0,0.108722359
2,8,8,1,0,0.108722359
0,4,2,0,0,0.108722359
367,103,175,0,0,0.108722359
44,8,1,1,0,0.108722359
1,21,30,0,0,0.108722359
0,36,0,0,0,0.108722359
36,2,0,0,0,0.108722359
1,14,14,0,0,0.108722359
7,76,29,0,0,0.108722359
48,1,0,0,0,0.108722359
5,64,93,1,0,0.108722359
1,31,1,0,0,0.108722359
0,23,4,1,0,-0.113022113
388,182,90,0,0,0.108722359
258,117,1630,0,0,0.108722359
63,2,0,0,0,0.108722359
199,61,242,1,0,-0.113022113
948,1903,2402,1,0,-0.113022113
0,6,1,1,0,0.108722359
0,3,0,1,0,-0.334766585
19,2,0,0,0,0.108722359
15,22,4,0,0,0.108722359
259,471,768,1,1,0.108722359
385,319,407,0,0,0.108722359
3690,3691,65368,1,1,0.108722359
5,6,0,0,0,0.108722359
0,5,0,0,0,0.108722359
1,4,3,0,0,0.108722359
0,65,15,1,0,0.108722359
55,391,14,0,1,0.108722359
377,1,6,1,0,0.108722359
5,11,24,0,0,0.108722359
11,3,2,0,0,0.108722359
133,442,11,1,0,-0.334766585
0,1,0,1,0,0.108722359
0,4,1,0,0,0.108722359
5,2,0,0,0,0.108722359
9,98,27,0,0,0.108722359
396,162,1765,1,0,0.108722359
24,9,0,0,0,-0.113022113
0,13,11,1,0,0.108722359
18,15,0,1,0,0.108722359
0,5,0,1,0,-0.778255528
10,184,2,1,0,0.108722359
2,3,0,1,0,0.108722359
90,1,0,0,0,0.108722359
4,6,3,0,0,0.108722359
1,10,4,0,0,0.108722359
27,72,87,1,0,-0.113022113
76,86,1,1,0,0.108722359
0,36,4,0,0,0.108722359
315,400,481,1,1,0.108722359
0,12,0,1,0,0.108722359
1679,623,1223,0,1,-0.113022113
1,12,1,0,0,0.108722359
0,15,5,0,0,0.108722359
0,2,0,0,0,0.108722359
0,1,0,1,0,0.108722359
0,2,0,1,0,0.108722359
257,7,0,0,0,0.108722359
48,1,0,1,0,0.108722359
21,4,0,0,0,0.108722359
511,111,245,1,0,0.108722359
6,95,0,0,0,-0.113022113
247,3,0,1,0,0.108722359
0,8,0,0,0,0.108722359
46,1,0,1,0,0.108722359
32,2,0,0,0,-0.556511057
47,12,1,0,0,0.108722359
304,97,101,1,0,0.108722359
64,326,561,1,0,-0.113022113
0,15,0,1,0,0.108722359
276,14,8,0,0,0.108722359
472,721,162,0,0,-0.113022113
8,20,9,0,0,-0.334766585
41,14,18,1,0,0.108722359
22,5,0,0,0,0.108722359
1,9,4,1,0,-0.113022113
236,3,0,1,0,0.108722359
150,12,6,0,0,0.108722359
0,12,3,1,0,0.108722359
21,59,26,0,0,0.108722359
0,8,0,1,0,-0.556511057
61,10,0,0,0,0.108722359
71,1,0,0,0,0.108722359
8,11,11,1,0,0.108722359
94,26,3,1,0,-0.113022113
55,4,0,0,0,-0.113022113
27,10,0,0,0,0.108722359
1,12,0,1,0,0.108722359
80,6,0,0,0,0.108722359
522,36,16,0,0,0.108722359
232,4,2,0,0,0.108722359
2,1,0,0,0,0.108722359
28,453,347,0,1,-0.113022113
0,1,0,0,0,0.108722359
90,10,8,0,0,0.108722359
68,157,134,1,0,0.108722359
52,5,7,0,0,0.108722359
3,46,1,0,0,0.108722359
94,12,5,0,0,-0.113022113
339,204,342,0,0,0.108722359
1,52,11,0,0,-0.778255528
0,4,0,1,0,0.108722359
79,18,20,1,0,0.108722359
0,18,6,1,0,0.108722359
0,76,158,1,0,0.108722359
1,144,36,0,0,-0.113022113
37,3,0,0,0,0.108722359
52,84,62,0,0,-0.113022113
149,2,0,0,0,0.108722359
1,9,0,1,0,-0.113022113
0,1,0,1,0,0.108722359
41,8,0,1,0,-0.778255528
58,12,0,0,0,0.108722359
4,62,38,1,0,0.108722359
7,7,13,0,0,-0.778255528
0,2,0,0,0,0.108722359
0,16,5,0,0,0.108722359
0,5,0,1,0,0.108722359
0,5,0,0,0,0.108722359
35,134,55,0,0,-0.113022113
0,14,2,0,0,-0.778255528
1,22,16,1,0,0.108722359
43,65,9,1,0,-0.113022113
0,7,0,1,0,0.108722359
105,38,25,0,0,-0.113022113
0,6,1,1,0,0.108722359
0,1,0,0,0,0.108722359
78,3,0,0,0,0.108722359
0,1,0,0,0,0.108722359
1,6,1,0,0,0.108722359
57,152,6,1,0,0.108722359
132,18,20,0,0,0.108722359
0,15,12,0,0,0.108722359
3,8,1,0,0,0.108722359
227,3,0,1,0,0.108722359
97,375,39,1,0,-0.113022113
46,19,0,0,0,0.108722359
186,323,4,0,1,-0.113022113
136,153,176,1,0,-0.113022113
0,1,0,0,0,0.108722359
35,1,0,1,0,0.108722359
0,9,0,0,0,0.108722359
40,1,0,0,0,0.108722359
33,15,11,0,0,0.108722359
0,1,1,0,0,0.108722359
6,7,6,0,0,0.108722359
0,9,4,1,0,0.108722359
14,67,127,0,0,0.108722359
17,5,0,0,0,0.108722359
29,17,30,0,0,-0.334766585
155,139,71,1,1,0.108722359
0,4,1,0,0,-0.778255528
0,2,0,0,0,-0.113022113
0,2,0,0,0,0.108722359
203,330,751,0,0,0.108722359
304,7,0,1,0,0.108722359
255,8,3,0,0,0.108722359
0,3,0,0,0,0.108722359
2,4,6,1,0,0.108722359
201,88,5,1,0,0.108722359
71,439,362,0,1,-0.113022113
0,21,77,1,0,-0.334766585
167,4,0,1,0,0.108722359
22,36,0,0,0,0.108722359
166,1119,98,0,1,-0.113022113
103,15,11,0,0,0.108722359
0,6,5,1,0,0.108722359
133,89,28,1,0,0.108722359
18,23,16,1,0,0.108722359
3,9,0,1,0,0.108722359
28,1,0,0,0,0.108722359
82,51,74,0,0,0.108722359
166,1,0,0,0,0.108722359
6,1,0,1,0,-0.113022113
30,68,14,1,0,0.108722359
13,36,13,0,0,0.108722359
33,1,8,0,0,0.108722359
0,11,0,0,0,-0.778255528
17,3,0,0,0,0.108722359
54,150,14,0,0,0.108722359
4,5,0,0,0,-0.113022113
18,67,122,1,0,0.108722359
182,113,109,0,0,-0.113022113
115,15,0,0,0,-0.113022113
26,26,0,1,0,0.108722359
289,8,0,0,0,0.108722359
36,4,3,0,0,0.108722359
91,8,2,0,0,0.108722359
1677,599,2102,0,1,0.108722359
7,9,0,0,0,0.108722359
5,15,26,0,0,0.108722359
971,508,5532,0,0,-0.113022113
53,4,1,1,0,0.108722359
0,1,0,0,0,0.108722359
0,46,9,1,0,-0.113022113
218,141,77,0,0,0.108722359
1,117,59,0,0,0.108722359
68,24,2,1,0,0.108722359
0,1,0,0,0,0.108722359
0,14,0,0,0,0.108722359
120,15,31,0,0,-0.778255528
2,40,1,1,0,0.108722359
5,29,3,1,0,0.108722359
15,8,8,1,0,-0.556511057
0,1,0,0,0,0.108722359
0,1,1,0,0,0.108722359
79,1,0,0,0,0.108722359
0,1,0,1,0,0.108722359
282,5,0,0,0,0.108722359
6,30,9,0,0,0.108722359
1,12,2,1,0,-0.113022113
270,10,2,1,0,0.108722359
0,2,0,1,0,-0.778255528
50,70,35,0,0,-0.113022113
375,779,988,0,1,0.108722359
0,3,0,1,0,0.108722359
0,33,4,1,0,-0.334766585
2,62,0,1,0,-0.556511057
2,17,0,1,0,0.108722359
51,18,1,1,0,0.108722359
66,7,0,1,0,0.108722359
2,19,0,0,0,0.108722359
0,5,0,1,0,0.108722359
3,2,0,0,0,0.108722359
43,76,37,1,0,0.108722359
1,9,0,0,0,0.108722359
1,19,7,1,0,-0.334766585
40,37,32,1,0,0.108722359
1,58,1,1,0,-0.113022113
0,1,0,0,0,0.108722359
291,12,0,0,0,-0.556511057
1,9,67,1,0,-0.113022113
0,1,0,1,0,0.108722359
0,43,0,1,0,0.108722359
204,287,356,0,0,0.108722359
2,102,21,0,0,0.108722359
0,3,0,0,0,0.108722359
0,2,0,0,0,0.108722359
12,1,0,0,0,0.108722359
6,43,14,0,0,-0.334766585
0,3,0,1,0,0.108722359
2,8,0,1,0,0.108722359
0,1,0,1,0,0.108722359
3,10,12,0,0,0.108722359
47,79,117,1,0,-0.556511057
0,3,0,1,0,-0.113022113
235,6,0,1,0,0.108722359
11,40,101,1,0,0.108722359
0,27,9,1,0,-0.778255528
0,2,1,0,0,0.108722359
222,15,2,1,0,0.108722359
0,8,0,0,0,0.108722359
7,2,0,1,0,-0.113022113
1,6,0,1,0,0.108722359
3,32,1,0,0,0.108722359
0,15,0,0,0,0.108722359
6,14,0,0,0,0.108722359
1,11,0,0,0,0.108722359
71,5,0,0,0,0.108722359
0,2,0,0,0,0.108722359
138,4,0,0,0,0.108722359
0,2,0,1,0,0.108722359
1,54,0,1,0,0.108722359
11,25,1,1,0,-0.113022113
0,1,0,0,0,0.108722359
115,2,0,1,0,0.108722359
147,5,2,1,0,0.108722359
11,8,0,1,0,-0.334766585
0,1,0,0,0,0.108722359
0,6,2,0,0,0.108722359
0,1,0,0,0,0.108722359
54,108,129,1,0,0.108722359
70,3,0,0,0,0.108722359
0,2,0,0,0,0.108722359
78,14,0,1,0,-0.334766585
22,8,0,1,0,0.108722359
34,6,2,0,0,0.108722359
45,314,39,1,0,-0.334766585
0,1,0,1,0,0.108722359
145,501,260,1,0,0.108722359
103,108,264,0,0,0.108722359
190,18,0,0,0,-0.113022113
207,11,11,0,0,0.108722359
0,1,0,1,0,0.108722359
0,10,1,0,0,0.108722359
10,23,3,1,0,0.108722359
0,3,0,1,0,0.108722359
79,134,15,1,0,-0.113022113
0,5,1,0,0,0.108722359
151,46,0,1,0,0.108722359
55,3,4,1,0,0.108722359
0,10,0,0,0,-0.778255528
0,3,2,0,0,0.108722359
111,2,0,1,0,0.108722359
118,1,0,1,0,-0.778255528
99,922,1633,0,1,-0.113022113
0,11,1,0,0,0.108722359
82,25,16,1,0,0.108722359
0,4,0,1,0,0.108722359
2,45,0,0,0,-0.113022113
0,19,1,1,0,0.108722359
59,21,24,1,0,0.108722359
1,5,11,0,0,0.108722359
3,6,0,1,0,0.108722359
0,2,0,0,0,0.108722359
0,33,52,0,0,-0.113022113
27,17,0,0,0,0.108722359
198,2,0,1,0,-0.113022113
80,2,0,0,0,0.108722359
100,5,2,0,0,0.108722359
0,29,0,0,0,0.108722359
40,12,1,0,0,0.108722359
23,16,5,1,0,-0.113022113
12,13,1,1,0,0.108722359
1,6,28,0,0,-0.113022113
134,4,2,0,0,0.108722359
0,5,0,0,0,0.108722359
31,168,106,0,0,-0.113022113
0,4,0,1,0,0.108722359
0,9,6,1,0,0.108722359
1,7,0,0,0,-0.113022113
0,1,0,0,0,0.108722359
0,15,1,1,0,0.108722359
0,1,0,0,0,0.108722359
44,3,1,1,0,0.108722359
7,2,0,0,0,0.108722359
0,1,0,1,0,0.108722359
63,217,177,1,0,-0.113022113
0,6,0,1,0,0.108722359
0,36,0,1,0,-0.113022113
46,8,4,0,0,0.108722359
0,3,0,1,0,0.108722359
32,3,0,0,0,-0.113022113
1,1,0,0,0,-0.334766585
0,16,0,0,0,0.108722359
1,13,0,0,0,0.108722359
0,14,0,1,0,0.108722359
1,44,8,1,0,-0.334766585
3,1,0,0,0,0.108722359
187,9,4,0,0,0.108722359
33,89,76,0,0,-0.113022113
54,210,1,1,0,-0.113022113
85,10,2,0,0,-0.556511057
0,9,0,0,0,0.108722359
54,1,0,0,0,0.108722359
7,27,1,1,0,0.108722359
345,8,2,1,0,0.108722359
395,6,2,0,0,0.108722359
0,1,0,1,0,0.108722359
0,8,0,0,0,0.108722359
17,84,3,0,0,0.108722359
0,6,0,0,0,-0.556511057
106,10,0,1,0,0.108722359
0,10,0,1,0,0.108722359
0,1,0,1,0,0.108722359
0,3,0,1,0,-0.113022113
0,51,40,0,0,0.108722359
0,3,0,1,0,0.108722359
0,7,0,1,0,0.108722359
8,16,0,0,0,-0.334766585
7,6,0,1,0,0.108722359
0,5,0,0,0,0.108722359
41,125,64,1,0,-0.113022113
0,35,19,1,0,0.108722359
2,45,6,0,0,0.108722359
52,13,7,1,0,0.108722359
0,1,0,1,0,0.108722359
0,7,1,0,0,-0.778255528
38,21,0,0,0,0.108722359
1,7,0,1,0,-0.113022113
0,2,0,1,0,0.108722359
90,12,7,1,0,-0.113022113
0,20,0,1,0,0.108722359
9,20,0,0,0,-0.113022113
8,56,28,1,0,-0.334766585
0,3,0,0,0,0.108722359
25,3,0,1,0,-0.334766585
0,15,3,1,0,0.108722359
0,1,0,1,0,0.108722359
2,5,0,0,0,0.108722359
0,10,10,0,0,0.108722359
0,5,0,0,0,-0.334766585
84,9,17,0,0,0.108722359
15,4,0,0,0,0.108722359
98,42,1,1,0,-0.113022113
55,19,0,1,0,0.108722359
